src_lemma,tgt_lemma,src_pos,tgt_pos,src_median_hf,tgt_median_hf,src_lexeme_count,tgt_lexeme_count,grammatical_conflicts,meaning_conflicts,src_lemma_length,tgt_lemma_length,concreteness,frequency,semantic_field,src_median_hf_days,tgt_median_hf_days,src_session_count,tgt_session_count
committee,comissão,noun,noun,7159852,900131400,2,1,gender_number_forms,True,9,8,4.14,5.01,group,82.86866,10418.1875,137,16
committee,comitê,noun,noun,7159852,17584260,2,1,gender_number_forms,True,9,6,4.14,5.01,group,82.86866,203.521527778,137,21
communication,comunicação,noun,noun,15359370,407019900,1,1,no_conflicts,False,13,11,2.9,4.68,communication,177.77049,4710.878472222,15,2
community,comunidade,noun,noun,7684008,1051285000,2,1,gender_number_forms,False,9,10,3.52,5.34,group,88.93528,12167.650462963,99,41
company,empresa,noun,noun,171711700,523920300,3,1,gender_number_forms,True,7,7,4.11,5.6,group,1987.40394,6063.892361111,130,12
company,sociedade,noun,noun,171711700,12496820,3,1,gender_number_forms,True,7,9,4.11,5.6,group,1987.40394,144.63912037,130,11
completely,completamente,adv,adv,2095071000,15345510,1,1,no_conflicts,False,10,13,2.18,5.0,all,24248.50694,177.610069444,74,13
computer,computador,noun,noun,1157027000,809680200,2,1,gender_number_forms,False,8,10,4.93,4.97,artifact,13391.5162,9371.298611111,139,24
concept,conceito,noun,noun,2323320000,448845800,1,1,no_conflicts,False,7,8,1.41,4.77,cognition,26890.27778,5194.974537037,6,3
concern,preocupação,noun,noun,13687360000,9038645000,1,1,no_conflicts,False,7,11,1.7,4.66,cognition,158418.51852,104613.946759259,7,1
concert,concerto,noun,noun,850532200,3689951000,2,1,gender_number_forms,False,7,8,4.35,4.55,communication,9844.12269,42707.766203704,12,1
conclusion,conclusão,noun,noun,2569541000,1207291000,1,1,no_conflicts,True,10,9,2.11,4.4,cognition,29740.05787,13973.275462963,18,1
condition,circunstância,noun,noun,5338373000,166749000,1,1,no_conflicts,True,9,13,2.15,4.86,state,61786.72454,1929.965277778,36,1
condition,condição,noun,noun,5338373000,575675000,1,1,no_conflicts,True,9,8,2.15,4.86,state,61786.72454,6662.905092593,36,2
consequence,resultado,noun,noun,1511373000,176716000,2,1,gender_number_forms,True,11,9,2.64,4.07,phenomenon,17492.74306,2045.324074074,10,1
consider,considerar,verb,verb,536489900,1330776,6,1,verb_forms,True,8,10,1.68,4.99,cognition,6209.37384,15.4025,275,5
consideration,consideração,noun,noun,2293530000,1305152000,1,1,no_conflicts,False,13,12,1.86,4.28,cognition,26545.48611,15105.925925926,5,1
content,conteúdo,noun,noun,3525815000,11983920,2,1,gender_number_forms,False,7,8,2.59,5.0,group,40808.04398,138.702777778,13,3
continue,continuar,verb,verb,2044800000,1503767000,5,1,verb_forms,False,8,9,2.36,5.08,stative,23666.66667,17404.710648148,92,10
control,controle,noun,noun,1791051000,179890400,3,1,gender_number_forms,False,7,8,1.93,5.4,attribute,20729.75694,2082.064814815,38,1
conversation,conversa,noun,noun,2650005000,236411100,2,1,gender_number_forms,True,12,8,3.28,4.75,communication,30671.35417,2736.239583333,5,2
cook,cozinhar,verb,verb,542256600,8629251,8,5,verb_forms,False,4,8,4.32,4.65,creation,6276.11806,99.875590278,2599,2022
council,conselho,noun,noun,892929900,4553749,1,1,no_conflicts,False,7,8,2.73,5.08,group,10334.83681,52.705428241,8,3
country,nação,noun,noun,158563400,715098100,2,1,gender_number_forms,True,7,5,4.17,5.48,group,1835.22454,8276.59837963,215,3
country,país,noun,noun,158563400,5957302,2,2,gender_number_forms,True,7,4,4.17,5.48,group,1835.22454,68.95025463,215,24
couple,casal,noun,noun,7638100,19074460,2,2,gender_number_forms,True,6,5,3.93,5.19,group,88.40394,220.769212963,113,15
course,curso,noun,noun,143224800,15699000,1,1,no_conflicts,True,6,5,3.82,5.44,act,1657.69444,181.701388889,53,1
court,julgamento,noun,noun,2142698000,511856700,2,1,gender_number_forms,True,5,10,4.31,5.41,group,24799.74537,5924.267361111,12,1
court,pátio,noun,noun,2142698000,1918029000,2,1,gender_number_forms,True,5,5,4.31,5.41,group,24799.74537,22199.409722222,12,5
court,tribunal,noun,noun,2142698000,1608773000,2,1,gender_number_forms,True,5,8,4.31,5.41,group,24799.74537,18620.05787037,12,12
cover,capa,verb,noun,13385250,588036700,2,2,verb_forms,True,5,4,4.23,5.08,contact,154.92188,6805.980324074,23,154
cover,cobertor,verb,noun,13385250,915369400,2,1,verb_forms,True,5,8,4.23,5.08,contact,154.92188,10594.553240741,23,30
create,criar,verb,verb,671459700,3115257000,3,1,verb_forms,True,6,5,2.62,5.02,creation,7771.52431,36056.215277778,75,7
crib,berço,noun,noun,596717900,82885860,1,1,no_conflicts,False,4,5,4.86,3.48,artifact,6906.45718,959.327083333,92,38
cultural,cultural,adj,adj,92336450,1041519000,1,2,gender_number_forms,False,8,8,2.1,4.75,pert,1068.70891,12054.618055556,163,163
culture,cultura,noun,noun,14205340,1497178000,2,1,gender_number_forms,False,7,7,2.04,5.03,group,164.41366,17328.449074074,100,12
cup,xícara,noun,noun,306355700,3077420,3,2,gender_number_forms,False,3,6,5.0,5.11,artifact,3545.78356,35.618287037,109,973
currency,moeda,noun,noun,21143400,81939760,2,1,gender_number_forms,False,8,5,4.25,4.37,possession,244.71528,948.376851852,18,14
currently,atualmente,adv,adv,551128400,55878730,1,1,no_conflicts,True,9,10,2.14,5.08,all,6378.80093,646.744560185,85,31
cut,corte,verb,noun,661250100,82601140,3,1,verb_forms,True,3,5,4.55,5.24,contact,7653.35764,83.109328704,62,2
cut,cortar,verb,verb,661250100,7180646,3,2,verb_forms,True,3,6,4.55,5.24,contact,7653.35764,956.031712963,62,1060
cycle,ciclo,noun,noun,57764000,901087900,2,1,gender_number_forms,False,5,5,3.64,4.6,time,668.56481,10429.258101852,262,55
dad,pai,noun,noun,21219640,4740890,2,2,gender_number_forms,True,3,3,4.29,4.95,person,245.59769,54.871412037,392,137
dad,papai,noun,noun,21219640,498566200,2,1,gender_number_forms,True,3,5,4.29,4.95,person,245.59769,5770.44212963,392,40
dance,dança,noun,noun,1435755000,3160593,2,1,gender_number_forms,False,5,5,4.32,4.93,communication,16617.53472,36.5809375,12,1
danger,perigo,noun,noun,1780883000,7461356,2,1,gender_number_forms,True,6,6,2.68,4.59,state,20612.07176,86.358287037,11,2
danger,risco,noun,noun,1780883000,6272336000,2,1,gender_number_forms,True,6,5,2.68,4.59,state,20612.07176,72596.481481481,11,2
dark,escuridão,noun,noun,11196350000,407019900,2,1,gender_number_forms,False,4,9,4.29,5.04,state,129587.38426,4710.878472222,11,2
date,data,noun,noun,503275900,1047692000,2,2,gender_number_forms,False,4,4,3.9,5.22,time,5824.95255,12126.064814815,291,60
day,dia,noun,noun,71404450,1116992000,3,2,gender_number_forms,False,3,3,3.92,5.95,time,826.44039,12928.148148148,476,67
decade,dez,noun,noun,530037000,14673190,2,1,gender_number_forms,True,6,3,3.19,4.52,time,6134.6875,169.828587963,248,19
decade,década,noun,noun,530037000,1846306000,2,2,gender_number_forms,True,6,6,3.19,4.52,time,6134.6875,21369.282407407,248,50
decide,decidir,verb,verb,1330922000,1708252000,3,2,verb_forms,True,6,7,1.92,4.78,cognition,15404.18981,19771.435185185,48,69
decision,decisão,noun,noun,13446380,1175387000,2,1,gender_number_forms,False,8,7,2.19,5.09,act,155.6294,13604.016203704,33,1
declare,anunciar,verb,verb,588355500,587267300,1,1,verb_forms,True,7,8,2.0,4.05,communication,6809.67014,6797.075231481,36,10
deep,profundo,adj,adj,650437600,4825543000,1,1,no_conflicts,False,4,8,3.38,5.05,all,7528.21296,55851.19212963,19,4
definitely,definitivamente,adv,adv,682185600,184329800,1,1,no_conflicts,False,10,15,1.74,4.96,all,7895.66667,2133.446759259,56,18
definition,definição,noun,noun,1380562000,9595755000,2,1,gender_number_forms,False,10,9,3.07,4.58,communication,15978.72685,111061.979166667,12,1
degree,grau,noun,noun,2668708000,887534100,2,1,gender_number_forms,True,6,4,3.0,4.94,attribute,30887.82407,10272.385416667,16,2
demonstrate,demonstrar,verb,verb,221664300,35979980000,3,1,verb_forms,False,11,10,2.53,4.2,perception,2565.55903,416434.953703704,24,1
deny,negar,verb,verb,3013459000,49495170,1,2,verb_forms,True,4,5,2.2,4.34,communication,34877.99769,572.860763889,14,5
deny,recusar,verb,verb,3013459000,1513772000,1,1,verb_forms,True,4,7,2.2,4.34,communication,34877.99769,17520.509259259,14,4
department,departamento,noun,noun,1235931000,559522000,2,1,gender_number_forms,True,10,12,3.3,5.23,group,14304.75694,6475.949074074,70,9
department,seção,noun,noun,1235931000,8663907,2,1,gender_number_forms,True,10,5,3.3,5.23,group,14304.75694,100.276701389,70,2
depth,profundidade,noun,noun,1956171000,580814400,2,1,gender_number_forms,False,5,12,3.11,4.55,attribute,22640.86806,6722.388888889,7,1
description,descrição,noun,noun,5317982000,1194981000,2,1,gender_number_forms,False,11,9,2.43,4.73,communication,61550.71759,13830.798611111,13,1
design,desenho,noun,noun,885111600,1.733.614,3,1,gender_number_forms,False,6,7,3.27,5.17,act,10244.34722,0.020064977,161,1
desk,mesa,noun,noun,588740200,222856500,2,2,gender_number_forms,True,4,4,4.87,4.43,artifact,6814.12269,2579.357638889,104,60
development,crescimento,noun,noun,1305588000,173458300,1,1,no_conflicts,True,11,11,2.41,5.31,act,15110.97222,2007.619212963,7,1
development,evolução,noun,noun,1305588000,234403700,1,1,no_conflicts,True,11,8,2.41,5.31,act,15110.97222,2713.005787037,7,1
die,morrer,verb,verb,1682243000,638394800,4,14,verb_forms,False,3,6,3.07,5.07,change,19470.40509,7388.828703704,48,116
difference,diferença,noun,noun,2266478,391622400,1,1,no_conflicts,False,10,9,2.15,5.01,attribute,26.23238,4532.666666667,43,18
different,diferente,adj,adj,626587600,1362015000,1,2,gender_number_forms,False,9,9,1.97,5.59,all,7252.1713,15764.0625,315,31
difficulty,dificuldade,noun,noun,24345580,871835100,2,1,gender_number_forms,False,10,11,1.9,4.33,act,281.77755,10090.684027778,44,2
dinner,jantar,noun,noun,5097843,6303858,1,1,no_conflicts,False,6,6,4.5,4.78,food,59.00281,72.961319444,2968,878
direction,direção,noun,noun,1207568000,268752.7,2,2,gender_number_forms,True,9,7,2.79,4.93,location,13976.48148,3.110563657,14,5
direction,orientação,noun,noun,1207568000,8809460,2,1,gender_number_forms,True,9,10,2.79,4.93,location,13976.48148,101.961342593,14,1
director,diretor,noun,noun,10760570,528810200,2,1,gender_number_forms,False,8,7,4.04,5.15,person,124.54363,6120.488425926,430,55
discipline,disciplina,noun,noun,73456070,6598431,1,1,no_conflicts,False,10,10,2.24,4.23,cognition,850.186,76.370729167,43,5
discover,encontrar,verb,verb,688413200,384272000,4,14,verb_forms,True,8,9,2.37,4.39,perception,7967.74537,4447.592592593,39,192
discovery,descoberta,noun,noun,1763646000,273305100,2,1,gender_number_forms,False,9,10,2.36,4.45,act,20412.56944,3163.253472222,5,2
discussion,discussão,noun,noun,2075872,8663907,2,1,gender_number_forms,False,10,9,3.07,4.71,communication,24.0263,100.276701389,26,2
disease,doença,noun,noun,276818700,8550094000,2,1,gender_number_forms,True,7,6,3.45,4.9,state,3203.92014,98959.421296296,16,2
distance,distância,noun,noun,1411808000,1488851000,2,1,gender_number_forms,False,8,9,3.17,4.85,attribute,16340.37037,17232.071759259,12,10
distribution,distribuição,noun,noun,2727017000,9046324000,1,1,no_conflicts,False,12,12,3.33,4.64,cognition,31562.69676,104702.824074074,14,1
district,distrito,noun,noun,610680700,541716000,2,1,gender_number_forms,True,8,8,3.29,5.04,location,7068.06366,6269.861111111,75,11
district,zona,noun,noun,610680700,19271990,2,1,gender_number_forms,True,8,4,3.29,5.04,location,7068.06366,223.055439815,75,16
division,parte,noun,noun,12396710000,151226,1,1,no_conflicts,True,8,5,2.8,4.86,group,143480.43981,1.750300926,11,1
do,fazer,verb,verb,10084790,556181200,8,14,verb_forms,True,2,5,2.46,6.35,social,116.72211,6437.282407407,5161,237
document,documento,noun,noun,70240020,199113900,3,1,gender_number_forms,False,8,9,4.41,4.5,communication,812.96319,2304.559027778,115,18
dollar,dólar,noun,noun,377670100,419558300,2,1,gender_number_forms,False,6,5,4.93,4.59,quantity,4371.18171,4855.998842593,13,20
door,porta,noun,noun,1670931000,227216100,2,1,gender_number_forms,False,4,5,4.81,5.08,artifact,19339.47917,2629.815972222,132,46
dot,ponto,noun,noun,579598000,455523900,2,1,gender_number_forms,True,3,5,4.12,4.05,shape,6708.31019,5272.267361111,8,2
dream,sonho,noun,noun,1820079000,1169898000,3,1,gender_number_forms,False,5,5,2.6,4.91,cognition,21065.72917,13540.486111111,39,1
dress,vestido,noun,noun,6293462,16697080,3,2,gender_number_forms,True,5,7,4.93,4.76,artifact,72.841,193.253240741,4125,407
drink,bebida,noun,noun,4893374,165882600,10,1,gender_number_forms,True,5,6,4.76,4.9,food,56.63627,194.657175926,24366,828
drink,beber,verb,verb,4893374,16818380,10,11,verb_forms,True,5,5,4.76,4.9,consumption,56.63627,1919.9375,24366,10508
drive,dirigir,verb,verb,1006323000,2939095000,2,1,verb_forms,False,5,7,3.86,5.13,motion,11647.25694,34017.303240741,114,11
dry,seco,verb,adj,1798544000,1651043000,1,1,verb_forms,False,3,4,3.77,4.74,change,20816.48148,19109.293981481,35,22
duck,pato,noun,noun,3479425,13023580,2,1,gender_number_forms,False,4,4,4.86,4.21,animal,40.27112,150.73587963,5051,743
during,durante,prep,prep,149691500,518080800,1,1,no_conflicts,False,6,7,1.48,5.72,time,1732.54051,5996.305555556,553,90
each,cada,det,det,488713600,4844857,1,1,no_conflicts,False,4,4,2.03,5.69,all,5656.40741,56.074733796,74,11
ear,orelha,noun,noun,8650044,9519020000,2,1,gender_number_forms,False,3,6,5.0,4.43,body,100.11625,110173.842592593,25,1
earn,ganhar,verb,verb,14461790,702351700,1,8,verb_forms,True,4,6,2.39,4.48,possession,167.38183,8129.070601852,8,115
earth,terra,noun,noun,2295408000,148138900,2,1,gender_number_forms,True,5,5,4.8,5.06,object,26567.22222,1714.570601852,13,3
easily,facilmente,adv,adv,974467700,541549600,1,1,no_conflicts,False,6,10,1.8,4.91,all,11278.56134,6267.935185185,75,20
eat,comer,verb,verb,3195249,9239190,11,11,verb_forms,False,3,5,4.44,5.13,consumption,36.98205,106.935069444,32583,12289
education,educação,noun,noun,42037270,1766501000,2,1,gender_number_forms,False,9,8,2.93,5.28,act,486.54248,20445.613425926,41,3
effect,efeito,noun,noun,1926957000,229354400,2,1,gender_number_forms,False,6,6,1.8,5.02,phenomenon,22302.74306,2654.564814815,13,2
efficient,eficaz,adj,adj,362023100,5647633000,1,1,no_conflicts,False,9,6,1.82,4.42,all,4190.08218,65366.122685185,170,1
effort,esforço,noun,noun,1218145000,9038645000,1,1,no_conflicts,False,6,7,2.33,4.92,act,14098.90046,104613.946759259,6,1
egg,ovo,noun,noun,101891000,18630860,1,1,no_conflicts,False,3,3,4.97,4.46,animal,1179.29398,215.634953704,3752,883
eight,oito,noun,noun,383828400,1194877000,1,1,no_conflicts,False,5,4,4.04,5.02,quantity,4442.45833,13829.594907407,84,23
element,elemento,noun,noun,144004500,975001400,2,1,gender_number_forms,True,7,8,3.63,4.46,cognition,1666.71875,11284.738425926,72,1
element,ingrediente,noun,noun,144004500,155887900,2,1,gender_number_forms,True,7,11,3.63,4.46,cognition,1666.71875,1804.258101852,72,825
elephant,elefante,noun,noun,18818000,78675200,2,1,gender_number_forms,False,8,8,5.0,4.08,animal,217.80093,910.592592593,5553,704
else,mais,adv,adv,596769900,422635800,1,1,no_conflicts,True,4,4,1.63,5.38,all,6907.05903,4891.618055556,76,66
employment,emprego,noun,noun,12780990,230650500,2,1,gender_number_forms,True,10,7,3.3,4.56,state,147.92812,2669.565972222,343,52
employment,trabalho,noun,noun,12780990,13030520,2,1,gender_number_forms,True,10,8,3.3,4.56,state,147.92812,150.816203704,343,39
end,final,verb,noun,3047879000,565468900,1,1,verb_forms,True,3,5,3.14,5.68,stative,35276.37731,6544.778935185,3,142
enemy,inimigo,noun,noun,8511422,342622800,2,1,gender_number_forms,False,5,7,2.83,4.7,group,98.51183,3965.541666667,124,14
energy,energia,noun,noun,5072579000,297199700,2,1,gender_number_forms,False,6,7,3.11,5.23,phenomenon,58710.40509,3439.811342593,12,2
engine,motor,noun,noun,1216385000,147834000,2,1,gender_number_forms,True,6,5,4.86,4.84,artifact,14078.53009,1711.041666667,84,86
england,inglaterra,noun,noun,610680700,49768940,1,1,no_conflicts,False,7,10,4.79,5.12,location,7068.06366,576.029398148,111,4
english,inglês,noun,adj,20959720,241639800,2,2,gender_number_forms,False,7,6,4.79,5.19,communication,242.58935,2796.756944444,54,7
enough,suficiente,det,adj,228540000,945218300,2,1,no_conflicts,False,6,10,1.33,5.54,quantity,2645.13889,10940.02662037,174,23
enter,entrar,verb,verb,20419090,1125507000,2,3,verb_forms,False,5,6,3.12,4.81,motion,236.33206,13026.701388889,40,10
entrance,entrada,noun,noun,2661649000,5122102,2,1,gender_number_forms,True,8,7,4.23,4.39,artifact,30806.12269,59.283587963,11,2
entry,entrada,noun,noun,11788280000,5122102,2,1,gender_number_forms,True,5,7,3.62,4.67,communication,136438.42593,59.283587963,10,2
especially,especialmente,adv,adv,761560800,245708400,1,1,no_conflicts,True,10,13,1.28,5.21,all,8814.36111,2843.847222222,74,25
establish,estabelecer,verb,verb,128329800,7828706,4,3,verb_forms,False,9,11,2.0,4.46,social,1485.29861,90.610023148,30,16
europe,europa,noun,noun,534486800,99537890,1,1,no_conflicts,False,6,6,4.79,5.04,location,6186.18981,1152.058912037,88,3
european,europeu,adj,adj,799086000,273426000,1,1,no_conflicts,False,8,7,4.79,5.08,pert,9248.68056,3164.652777778,124,3
even,mesmo,adv,adv,10639280,49429320,1,1,no_conflicts,True,4,5,2.79,5.99,all,123.13981,572.098611111,138,30
evening,noite,noun,noun,22844990,695995900,2,2,gender_number_forms,True,7,5,3.26,4.86,time,264.40961,8055.508101852,303,74
ever,sempre,adv,adv,485057500,1194368000,1,1,no_conflicts,True,4,6,1.48,5.66,all,5614.09144,13823.703703704,108,54
everything,tudo,pron,pron,622726900,1621883,1,1,no_conflicts,False,10,4,2.3,5.54,quantity,7207.48727,18.771793981,103,9
exactly,exatamente,adv,adv,1109642000,26830390,1,1,no_conflicts,False,7,10,2.11,5.15,all,12843.0787,310.536921296,54,29
example,exemplo,noun,noun,20225020,886082000,1,1,no_conflicts,True,7,7,3.03,5.27,cognition,234.08588,10255.578703704,60,4
excellent,excelente,adj,adj,1671697000,1050114000,1,2,gender_number_forms,True,9,9,2.11,4.73,all,19348.34491,12154.097222222,159,30
except,exceto,prep,prep,24044070,52149790,1,1,no_conflicts,False,6,6,1.48,5.02,communication,278.28785,603.585532407,380,117
exercise,exercício,verb,noun,483075200,566668000,3,1,verb_forms,True,8,9,3.87,4.68,act,5591.14815,6558.657407407,66,1
exist,existir,verb,verb,292663300,589707100,1,2,verb_forms,True,5,7,2.38,4.73,stative,3387.30671,6825.313657407,36,27
existence,existência,noun,noun,1869664000,163047800,2,1,gender_number_forms,False,9,10,1.54,4.55,state,21639.62963,1887.127314815,11,1
exit,saída,noun,noun,1803167000,5122102,2,1,gender_number_forms,True,4,5,3.93,4.35,location,20869.98843,59.283587963,13,2
expensive,caro,adj,adj,594898500,211153300,1,2,gender_number_forms,False,9,4,3.13,4.69,all,6885.39931,2443.903935185,92,24
explain,explicar,verb,verb,474789000,2693865000,3,2,verb_forms,False,7,8,1.97,4.89,communication,5495.24306,31178.993055556,78,11
explanation,explicação,noun,noun,19098720,7159852,2,1,gender_number_forms,False,11,10,1.87,4.44,communication,221.05,82.868657407,50,3
expression,expressão,noun,noun,3611116,10140310000,2,1,gender_number_forms,False,10,9,2.54,4.55,attribute,41.79532,117364.699074074,37,2
eye,olho,noun,noun,13058240,155790900,2,2,gender_number_forms,False,3,4,4.9,5.02,body,151.13704,1803.135416667,19,23
face,lado,noun,noun,864824200,7201439,2,1,gender_number_forms,True,4,4,4.87,5.45,body,10009.53935,83.349988426,16,1
face,rosto,noun,noun,864824200,1587027000,2,1,gender_number_forms,True,4,5,4.87,5.45,body,10009.53935,18368.368055556,16,3
fail,falhar,verb,verb,571013800,5059721,1,1,verb_forms,False,4,6,3.0,4.61,social,6608.95602,58.561585648,117,15
fair,justo,adj,adj,981509700,2140643000,2,1,gender_number_forms,True,4,5,2.39,4.99,all,11360.06597,24775.960648148,25,17
fall,queda,noun,noun,520905300,1206896000,4,2,gender_number_forms,False,4,5,4.04,5.13,time,6028.99653,13968.703703704,324,49
familiar,familiar,adj,adj,457454300,18811070,1,2,gender_number_forms,False,8,8,2.03,4.61,all,5294.60995,217.720717593,199,199
family,família,noun,noun,18755620,9235724,2,1,gender_number_forms,False,6,7,4.23,5.66,group,217.07894,106.894953704,541,58
famous,famoso,adj,adj,1042264000,1174680000,1,1,no_conflicts,False,6,6,2.07,4.84,all,12063.24074,13595.833333333,122,25
far,longe,adv,adv,760982100,66005110,1,1,no_conflicts,True,3,5,2.71,5.5,all,8807.66319,763.948032407,120,25
fashion,moda,noun,noun,1642781000,4666775000,2,1,gender_number_forms,True,7,4,3.43,4.82,attribute,19013.66898,54013.599537037,15,1
fashion,modo,noun,noun,1642781000,3.578.344,2,1,gender_number_forms,True,7,4,3.43,4.82,attribute,19013.66898,0.041416019,15,1
fast,rápido,adj,adj,1074193000,1121283000,1,2,gender_number_forms,False,4,6,3.32,5.13,all,12432.78935,12977.8125,18,24
father,pai,noun,noun,10386290,4740890,2,2,gender_number_forms,True,6,3,4.52,5.26,person,120.21169,54.871412037,1594,137
favor,favor,noun,noun,5960508000,4435920,2,1,gender_number_forms,False,5,5,2.07,4.58,act,68987.36111,51.341666667,1349,1349
february,fevereiro,noun,noun,7814844,919808800,2,2,gender_number_forms,False,8,9,2.4,5.03,time,90.44958,10645.935185185,614,66
feel,sentir,verb,verb,622723500,492553500,9,12,verb_forms,False,4,6,2.28,5.67,emotion,7207.44792,5700.850694444,322,151
feeling,sentimento,noun,noun,1365931000,1172532000,1,1,no_conflicts,False,7,10,1.68,5.13,Tops,15809.38657,13570.972222222,6,1
festival,festa,noun,noun,20637430,195877100,1,2,gender_number_forms,True,8,5,4.33,4.72,time,238.85914,2267.096064815,436,84
festival,festival,noun,noun,20637430,1204498000,1,1,no_conflicts,True,8,8,4.33,4.72,time,238.85914,13940.949074074,436,436
field,campo,noun,noun,284418700,847766700,2,1,gender_number_forms,False,5,5,4.26,5.24,location,3291.8831,9812.114583333,10,9
figure,figura,noun,noun,1103231000,1014543000,2,1,gender_number_forms,False,6,6,3.63,5.07,communication,12768.87731,11742.395833333,14,1
film,filme,noun,noun,7248719,700414500,2,2,gender_number_forms,True,4,5,4.71,5.2,communication,83.89721,8106.649305556,15,20
final,último,adj,adj,1187634000,1119411000,1,3,gender_number_forms,True,5,6,2.67,5.28,all,13745.76389,6544.778935185,142,38
final,final,adj,noun,1187634000,565468900,1,1,no_conflicts,True,5,5,2.67,5.28,all,13745.76389,12956.145833333,142,142
finally,finalmente,adv,adv,1149354000,628050100,1,1,no_conflicts,False,7,10,1.67,5.17,all,13302.70833,7269.09837963,69,25
find,encontrar,verb,verb,579137100,384272000,9,14,verb_forms,True,4,9,2.63,5.76,possession,6702.97569,4447.592592593,650,192
fine,bom,adj,adj,1658369000,46507850,1,5,gender_number_forms,True,4,3,2.61,5.23,all,19194.08565,538.285300926,31,3160
finger,dedo,noun,noun,11859160,8149097000,2,1,gender_number_forms,False,6,4,5.0,4.48,body,137.2588,94318.252314815,17,2
finish,final,verb,noun,376273500,565468900,5,1,verb_forms,True,6,5,2.89,4.91,change,4355.01736,6544.778935185,94,142
firm,empresa,noun,noun,771316400,523920300,2,1,gender_number_forms,True,4,7,3.54,4.79,group,8927.27315,6063.892361111,10,12
first,primeiro,det,adj,98401180,1213238000,1,2,gender_number_forms,False,5,8,2.76,6.11,quantity,1138.90255,14042.106481481,69,43
five,cinco,noun,noun,344636300,48219840,1,1,no_conflicts,False,4,5,3.87,5.45,quantity,3988.84606,558.1,223,31
flag,bandeira,noun,noun,1204789000,117746000,2,1,gender_number_forms,False,4,8,4.79,4.58,artifact,13944.31713,1362.800925926,73,17
floor,andar,noun,verb,1235380000,418033500,2,8,gender_number_forms,False,5,5,4.8,4.94,artifact,14298.37963,4838.350694444,56,140
flower,flor,noun,noun,820156600,262806.1,3,2,gender_number_forms,False,6,4,5.0,4.42,plant,9492.55324,3.041737269,42,3
fly,voar,verb,verb,1756389000,631934900,1,1,verb_forms,False,3,4,4.64,4.75,motion,20328.57639,7314.061342593,33,16
follow,seguir,verb,verb,610032600,569319200,9,11,verb_forms,False,6,6,3.26,5.14,motion,7060.5625,6589.342592593,228,146
foot,pé,noun,noun,46019210,372336600,1,1,no_conflicts,False,4,2,4.9,4.87,body,532.62975,4309.451388889,12,20
for,para,prep,prep,72374810,4872581,2,1,no_conflicts,True,3,4,1.63,7.01,all,837.67141,56.395613426,1634,203
force,potência,noun,noun,8455973,265177900,3,1,gender_number_forms,True,5,8,3.0,5.23,attribute,97.87006,3069.188657407,42,2
forget,esquecer,verb,verb,268168700,98834380,2,5,verb_forms,False,6,8,2.04,5.06,cognition,3103.8044,1143.916435185,20,98
formal,formal,adj,adj,694471000,1551508000,1,1,no_conflicts,False,6,6,2.7,4.45,all,8037.8588,17957.268518519,91,91
foundation,fundação,noun,noun,15442550,14389020,2,1,gender_number_forms,False,10,8,3.74,4.81,relation,178.73322,166.539583333,104,11
four,quatro,noun,noun,386136500,44366130,1,1,no_conflicts,False,4,6,3.37,5.53,quantity,4469.17245,513.496875,146,31
fourth,quarto,det,noun,7984656,594853400,1,3,gender_number_forms,False,6,6,3.39,4.83,quantity,92.415,6884.877314815,61,60
frame,estrutura,noun,noun,2691086000,1269429000,1,1,no_conflicts,True,5,9,4.3,4.58,artifact,31146.8287,14692.465277778,86,28
free,gratuito,adj,adj,716019900,1470002000,1,1,no_conflicts,False,4,8,2.04,5.63,all,8287.26736,17013.912037037,13,1
freedom,liberdade,noun,noun,2977397000,886289900,2,1,gender_number_forms,False,7,9,2.34,4.86,state,34460.61343,10257.984953704,7,8
french,francês,adj,adj,1696455000,262859500,1,2,gender_number_forms,False,6,7,4.79,5.09,pert,19634.89583,3042.355324074,183,4
friday,sexta-feira,noun,noun,22886580,564969900,2,2,gender_number_forms,False,6,11,3.28,4.96,time,264.89097,6539.003472222,457,62
friend,amigo,noun,noun,21292420,30185050,3,3,gender_number_forms,False,6,5,3.07,5.37,person,246.44005,349.36400463,571,28
from,de,prep,prep,11762120,20107190,1,23,no_conflicts,True,4,2,1.84,6.63,all,136.13565,232.722106481,1111,6296
front,frente,noun,noun,612988700,3676962,2,1,gender_number_forms,False,5,6,3.77,5.28,location,7094.77662,42.557430556,63,2
full,total,adj,noun,1010045000,10687800,1,2,gender_number_forms,True,4,5,3.59,5.54,all,11690.33565,123.701388889,13,198
function,função,noun,noun,11172660000,3846775,1,1,no_conflicts,True,8,6,1.92,4.78,relation,129313.19444,44.522858796,3,3
fund,fundo,noun,noun,144794700,2155596,2,1,gender_number_forms,False,4,5,3.18,4.82,possession,1675.86458,24.949027778,20,2
future,futuro,noun,noun,1143684000,530348900,1,1,no_conflicts,False,6,6,1.86,5.33,time,13237.08333,6138.297453704,155,1
game,jogo,noun,noun,3125937,963426.4,2,1,gender_number_forms,False,4,4,4.5,5.72,act,36.17983,11.150768519,28,1
garden,jardim,noun,noun,1049171000,38571710,2,2,gender_number_forms,False,6,6,4.73,4.77,artifact,12143.18287,446.431828704,122,17
gas,gás,noun,noun,898790200,227957800,2,1,gender_number_forms,False,3,3,4.29,5.01,state,10402.66435,2638.400462963,12,1
