src_lemma,tgt_lemma,src_pos,tgt_pos,src_median_hf,tgt_median_hf,src_lexeme_count,tgt_lexeme_count,grammatical_conflicts,meaning_conflicts,src_lemma_length,tgt_lemma_length,concreteness,frequency,semantic_field,src_median_hf_days,tgt_median_hf_days,src_session_count,tgt_session_count
chicken,pollo,noun,noun,52915680.0,178954700.0,1,1,no_conflicts,False,7,5,4.8,4.63,food,612.45,2071.234954,19320,12043
chief,jefe,noun,noun,481779000.0,627769300.0,1,3,gender_number_forms,True,5,4,4.26,5.11,person,5576.1458333,7265.84838,810,1178
child,niño,noun,noun,6979643.0,38516260.0,2,4,gender_number_forms,True,5,4,4.78,5.3,person,80.7829051,445.790046,33794,87697
chinese,chino,adj,adj,577210200.0,1788799000.0,1,1,no_conflicts,False,7,5,4.79,5.01,pert,6680.6736111,20703.69213,759,103
choice,elección,noun,noun,1914543000.0,2345344000.0,2,3,gender_number_forms,True,6,8,1.9,5.08,cognition,22159.0625,27145.185185,108,156
choice,opción,noun,noun,1914543000.0,3489548000.0,2,3,gender_number_forms,True,6,6,1.9,5.08,cognition,22159.0625,40388.287037,108,16
choice,selección,noun,noun,1914543000.0,5687681000.0,2,1,gender_number_forms,True,6,9,1.9,5.08,cognition,22159.0625,65829.641204,108,50
church,iglesia,noun,noun,601094900.0,765255100.0,3,3,gender_number_forms,False,6,7,4.9,5.16,group,6957.1168981,8857.119213,407,548
cinema,cine,noun,noun,642723200.0,1186498000.0,2,1,gender_number_forms,True,6,4,4.69,4.17,communication,7438.9259259,13732.615741,247,363
cinema,película,noun,noun,642723200.0,1660427000.0,2,3,gender_number_forms,True,6,8,4.69,4.17,communication,7438.9259259,19217.905093,247,381
circle,círculo,noun,noun,1868756000.0,8605377000.0,2,1,gender_number_forms,False,6,7,4.44,4.55,shape,21629.1203704,99599.270833,73,18
citizen,ciudadano,noun,noun,9897647.0,633172200.0,2,3,gender_number_forms,False,7,9,4.43,4.39,person,114.5560995,7328.381944,385,273
city,ciudad,noun,noun,574437800.0,731712000.0,2,3,gender_number_forms,True,4,6,4.79,5.61,location,6648.5856481,8468.888889,990,805
class,categoría,noun,noun,1124935000.0,8758440000.0,3,1,gender_number_forms,True,5,9,3.85,5.36,group,13020.0810185,101370.833333,1053,36
class,clase,noun,noun,1124935000.0,1624735000.0,3,3,gender_number_forms,True,5,5,3.85,5.36,group,13020.0810185,18804.803241,1053,838
class,curso,noun,noun,1124935000.0,1452826000.0,3,3,gender_number_forms,True,5,5,3.85,5.36,group,13020.0810185,16815.115741,1053,47
clearly,claramente,adv,adv,644736700.0,1305218000.0,1,1,no_conflicts,False,7,10,2.04,4.92,all,7462.2303241,15106.689815,216,306
climate,clima,noun,noun,529721600.0,584013100.0,2,1,gender_number_forms,False,7,5,3.5,4.71,state,6131.037037,6759.41088,110,62
clock,reloj,noun,noun,679842900.0,1224515000.0,2,1,gender_number_forms,False,5,5,5.0,4.43,artifact,7868.5520833,14172.627315,450,396
close,cerrar,verb,verb,2204375000.0,1286493000.0,3,5,verb_forms,True,5,6,3.2,5.36,contact,25513.599537,14889.965278,265,235
clothes,ropa,noun,noun,2557585.0,8788667.0,1,1,no_conflicts,True,7,4,4.76,4.72,artifact,29.6016782,101.720683,5838,5610
clothes,vestido,noun,noun,2557585.0,284086000.0,1,2,gender_number_forms,True,7,7,4.76,4.72,artifact,29.6016782,3288.032407,5838,16285
coast,costa,noun,noun,1042164000.0,1521046000.0,2,1,gender_number_forms,False,5,5,4.21,4.87,object,12062.0833333,17604.699074,254,280
coat,abrigo,noun,noun,8539146.0,197911300.0,3,2,gender_number_forms,False,4,6,4.97,4.36,artifact,98.8327083,2290.640046,15140,15058
code,código,noun,noun,591904200.0,1085414000.0,1,1,no_conflicts,False,4,6,3.0,5.08,communication,6850.7430556,12562.662037,358,312
coffee,café,noun,noun,358793200.0,1548143000.0,1,1,no_conflicts,False,6,4,4.81,4.86,food,4152.6990741,17918.321759,13436,619
collection,colección,noun,noun,474255300.0,6095627000.0,2,1,gender_number_forms,False,10,9,4.04,4.96,group,5489.0659722,70551.238426,138,26
college,universidad,noun,noun,72943160.0,920106900.0,2,3,gender_number_forms,True,7,11,4.62,5.27,group,844.249537,10649.385417,207,279
color,color,noun,noun,5184482.0,550906600.0,3,2,gender_number_forms,False,5,5,4.08,4.91,attribute,60.0055787,6376.233796,16010,16010
column,columna,noun,noun,887932600.0,1015867000.0,1,1,no_conflicts,False,6,7,4.48,4.33,group,10276.9976852,11757.719907,293,328
come,llegar,verb,verb,642161800.0,642508400.0,9,9,verb_forms,True,4,6,2.72,5.78,motion,7432.4282407,7436.439815,2577,704
comment,comentario,noun,noun,1232850000.0,428697000.0,2,1,gender_number_forms,False,7,10,3.29,4.88,communication,14269.0972222,4961.770833,98,29
commission,comisión,noun,noun,27350220.0,556832700.0,1,1,no_conflicts,True,10,8,3.04,4.91,group,316.5534722,6444.822917,362,261
commitment,compromiso,noun,noun,1985767.0,3576911000.0,1,1,no_conflicts,True,10,10,1.74,4.43,attribute,22.9834144,41399.43287,340,49
committee,comisión,noun,noun,22082560.0,556832700.0,2,1,gender_number_forms,True,9,8,4.14,5.01,group,255.5851852,6444.822917,450,261
committee,comité,noun,noun,22082560.0,633172200.0,2,1,gender_number_forms,True,9,6,4.14,5.01,group,255.5851852,7328.381944,450,329
communication,comunicación,noun,noun,7932673.0,1612849000.0,1,2,gender_number_forms,False,13,12,2.9,4.68,communication,91.8133449,18667.233796,62,80
community,comunidad,noun,noun,120435200.0,1705792000.0,2,3,gender_number_forms,False,9,9,3.52,5.34,group,1393.9259259,19742.962963,376,225
company,compañía,noun,noun,644878800.0,1237740000.0,3,3,gender_number_forms,True,7,8,4.11,5.6,group,7463.875,14325.694444,531,235
company,empresa,noun,noun,644878800.0,1060830000.0,3,1,gender_number_forms,True,7,7,4.11,5.6,group,7463.875,12278.125,531,365
company,sociedad,noun,noun,644878800.0,15741430000.0,3,1,gender_number_forms,True,7,8,4.11,5.6,group,7463.875,182192.476852,531,31
competition,concurso,noun,noun,1109548000.0,683935700.0,2,1,gender_number_forms,True,11,8,3.86,4.91,competition,12841.9907407,7915.922454,93,33
completely,completamente,adv,adv,568872100.0,1689226000.0,1,1,no_conflicts,True,10,13,2.18,5.0,all,6584.1678241,19551.226852,416,326
completely,totalmente,adv,adv,568872100.0,1469405000.0,1,1,no_conflicts,True,10,10,2.18,5.0,all,6584.1678241,17007.002315,416,478
concentration,concentración,noun,noun,6620732000.0,3199802000.0,2,1,gender_number_forms,False,13,13,2.1,4.27,attribute,76628.8425926,37034.74537,48,53
concept,concepto,noun,noun,428506400.0,1288233000.0,1,2,gender_number_forms,False,7,8,1.41,4.77,cognition,4959.5648148,14910.104167,34,27
concern,preocupación,noun,noun,1400337000.0,7643387.0,1,1,no_conflicts,False,7,12,1.7,4.66,cognition,16207.6041667,88.465127,79,62
concert,concierto,noun,noun,948503700.0,9235724.0,2,1,gender_number_forms,False,7,9,4.35,4.55,communication,10978.0520833,106.894954,71,42
condition,circunstancia,noun,noun,1038040000.0,862225000.0,2,1,gender_number_forms,True,9,13,2.15,4.86,state,12014.3518519,9979.456019,268,49
condition,condición,noun,noun,1038040000.0,5742257000.0,2,3,gender_number_forms,True,9,9,2.15,4.86,state,12014.3518519,66461.30787,268,78
conference,conferencia,noun,noun,140930600.0,886837500.0,2,1,gender_number_forms,True,10,11,3.86,5.01,group,1631.1412037,10264.322917,433,72
conflict,conflicto,noun,noun,4073325000.0,1226137000.0,1,2,gender_number_forms,True,8,9,2.21,4.64,act,47144.9652778,14191.400463,56,16
congress,congreso,noun,noun,311412000.0,13286740000.0,1,1,no_conflicts,False,8,8,3.9,4.9,group,3604.3055556,153781.712963,134,30
consequence,consecuencia,noun,noun,3472546000.0,8145618000.0,2,3,gender_number_forms,True,11,12,2.64,4.07,phenomenon,40191.5046296,94277.986111,64,34
consequence,resultado,noun,noun,3472546000.0,86098440.0,2,1,gender_number_forms,True,11,9,2.64,4.07,phenomenon,40191.5046296,996.509722,64,77
consideration,consideración,noun,noun,6015385000.0,15183400000.0,1,1,no_conflicts,False,13,13,1.86,4.28,cognition,69622.5115741,175733.796296,49,20
constant,constante,adj,adj,777991100.0,6103455000.0,1,1,no_conflicts,False,8,9,2.04,4.54,all,9004.5266204,70641.840278,461,52
construction,construcción,noun,noun,1432712000.0,484939600.0,2,1,gender_number_forms,True,12,12,3.72,4.97,act,16582.3148148,5612.726852,90,60
construction,edificio,noun,noun,1432712000.0,870833500.0,2,2,gender_number_forms,True,12,8,3.72,4.97,act,16582.3148148,10079.091435,90,254
consult,consultar,verb,verb,562786600.0,635507900.0,1,1,verb_forms,False,7,9,3.04,3.87,communication,6513.7337963,7355.415509,161,129
content,contenido,noun,noun,458552800.0,665834.0,2,1,gender_number_forms,False,7,9,2.59,5.0,group,5307.3240741,7.706412,136,71
contest,concurso,noun,noun,856888100.0,683935700.0,2,1,gender_number_forms,True,7,8,3.52,4.53,event,9917.6863426,7915.922454,75,33
context,contexto,noun,noun,7169625000.0,12892880000.0,1,1,no_conflicts,False,7,8,2.17,4.63,communication,82981.7708333,149223.148148,49,29
continue,continuar,verb,verb,677406600.0,1022760000.0,6,3,verb_forms,False,8,9,2.36,5.08,stative,7840.3541667,11837.5,795,290
contract,contrato,noun,noun,101083500.0,1538232000.0,1,3,gender_number_forms,False,8,8,4.15,4.94,communication,1169.9479167,17803.611111,47,30
control,control,noun,noun,1088076000.0,1110020000.0,3,1,gender_number_forms,False,7,7,1.93,5.4,attribute,12593.4722222,12847.453704,317,317
conversation,conversación,noun,noun,5437735000.0,1227052000.0,2,2,gender_number_forms,False,12,12,3.28,4.75,communication,62936.7476852,14201.990741,60,32
corner,esquina,noun,noun,606182400.0,604317900.0,2,1,gender_number_forms,False,6,7,4.61,4.75,location,7016.0,6994.420139,298,289
council,consejo,noun,noun,343638300.0,619614900.0,1,1,no_conflicts,True,7,7,2.73,5.08,group,3977.2951389,7171.46875,83,28
country,nación,noun,noun,389886200.0,1265097000.0,2,1,gender_number_forms,True,7,6,4.17,5.48,group,4512.5717593,14642.326389,1276,267
country,país,noun,noun,389886200.0,762014800.0,2,1,gender_number_forms,True,7,4,4.17,5.48,group,4512.5717593,8819.615741,1276,745
couple,pareja,noun,noun,63544560.0,572864400.0,2,1,gender_number_forms,True,6,6,3.93,5.19,group,735.4694444,6630.375,302,405
course,curso,noun,noun,49855580.0,1452826000.0,2,3,gender_number_forms,True,6,5,3.82,5.44,act,577.0321759,16815.115741,219,47
course,ruta,noun,noun,49855580.0,1388769000.0,2,1,gender_number_forms,True,6,4,3.82,5.44,act,577.0321759,16073.715278,219,259
court,patio,noun,noun,234105700.0,642650500.0,1,1,no_conflicts,True,5,5,4.31,5.41,group,2709.556713,7438.084491,99,276
court,tribunal,noun,noun,234105700.0,678422000.0,1,1,no_conflicts,True,5,8,4.31,5.41,group,2709.556713,7852.106481,99,378
crab,cangrejo,noun,noun,3340802.0,7354162.0,1,1,no_conflicts,False,4,8,4.9,3.76,animal,38.6666898,85.117616,9739,8078
create,crear,verb,verb,573252600.0,606771500.0,3,4,verb_forms,False,6,5,2.62,5.02,creation,6634.8680556,7022.818287,389,257
credit,crédito,noun,noun,3029241000.0,634447500.0,1,1,no_conflicts,False,6,7,2.71,5.0,consumption,35060.6597222,7343.142361,33,45
crib,cuna,noun,noun,527292300.0,511350700.0,1,1,no_conflicts,False,4,4,4.86,3.48,artifact,6102.9201389,5918.41088,385,1564
crime,delito,noun,noun,1352550000.0,3671379000.0,1,2,gender_number_forms,False,5,6,3.03,4.89,act,15654.5138889,42492.8125,72,10
crisis,crisis,noun,noun,580689700.0,4234384000.0,1,1,no_conflicts,False,6,6,2.33,4.62,state,6720.9456019,49009.074074,106,106
cross,cruz,noun,noun,602037500.0,1170414000.0,2,1,gender_number_forms,False,5,4,4.44,5.0,artifact,6968.0266204,13546.458333,328,304
crown,corona,noun,noun,39867830.0,1182301000.0,2,1,gender_number_forms,False,5,6,4.81,4.56,artifact,461.4332176,13684.039352,324,274
cultural,cultural,adj,adj,314388900.0,1211980000.0,1,3,gender_number_forms,False,8,8,2.1,4.75,pert,3638.7604167,14027.546296,1114,1114
culture,cultura,noun,noun,64747110.0,1232773000.0,2,1,gender_number_forms,False,7,7,2.04,5.03,group,749.3878472,14268.206019,342,276
cup,taza,noun,noun,412765800.0,179883500.0,3,3,gender_number_forms,False,3,4,5.0,5.11,artifact,4777.3819444,2081.984954,488,1343
currently,actualmente,adv,adv,1187104000.0,9015846.0,1,1,no_conflicts,False,9,11,2.14,5.08,all,13739.6296296,104.350069,332,592
cycle,ciclo,noun,noun,18436790.0,939929900.0,1,1,no_conflicts,False,5,5,3.64,4.6,time,213.3887731,10878.818287,1457,1293
dad,papá,noun,noun,24137640.0,8802529.0,2,1,gender_number_forms,True,3,4,4.29,4.95,person,279.3708333,101.881123,1364,2068
damage,daño,noun,noun,3772265000.0,1937963000.0,1,1,no_conflicts,True,6,4,3.2,4.9,event,43660.474537,22430.127315,33,23
danger,peligro,noun,noun,4695733000.0,683138600.0,2,1,gender_number_forms,True,6,7,2.68,4.59,state,54348.7615741,7906.696759,58,68
danger,riesgo,noun,noun,4695733000.0,2640908000.0,2,3,gender_number_forms,True,6,6,2.68,4.59,state,54348.7615741,30566.064815,58,30
dark,oscuro,noun,adj,357309900.0,12502500000.0,2,1,gender_number_forms,True,4,6,4.29,5.04,state,4135.53125,215.233912,108,46
dark,oscuridad,noun,noun,357309900.0,18596210.0,2,1,gender_number_forms,True,4,9,4.29,5.04,state,4135.53125,144704.861111,108,19
date,cita,noun,noun,222645100.0,698927700.0,2,1,gender_number_forms,True,4,4,3.9,5.22,time,2576.9108796,8089.440972,1608,1676
date,fecha,noun,noun,222645100.0,576215600.0,2,2,gender_number_forms,True,4,5,3.9,5.22,time,2576.9108796,6669.162037,1608,2528
day,día,noun,noun,112388200.0,664625600.0,3,3,gender_number_forms,False,3,3,3.92,5.95,time,1300.7893519,7692.425926,2811,6738
deal,acuerdo,noun,noun,477887200.0,1764644000.0,3,2,gender_number_forms,True,4,7,3.1,5.32,act,5531.1018519,20424.12037,459,52
debt,deuda,noun,noun,665848900.0,18055320.0,1,1,no_conflicts,False,4,5,2.72,4.69,state,7706.5844907,208.973611,74,39
decade,diez,noun,noun,133822700.0,1171925000.0,2,1,gender_number_forms,True,6,4,3.19,4.52,time,1548.8738426,13563.946759,1214,556
decade,década,noun,noun,133822700.0,1692068000.0,2,1,gender_number_forms,True,6,6,3.19,4.52,time,1548.8738426,19584.12037,1214,1172
decide,resolver,verb,verb,579684700.0,598273900.0,3,2,verb_forms,True,6,8,1.92,4.78,cognition,6709.3136574,6924.466435,317,185
decision,decisión,noun,noun,389421800.0,1232784000.0,2,3,gender_number_forms,False,8,8,2.19,5.09,act,4507.1967593,14268.333333,282,29
declare,anunciar,verb,verb,599774500.0,1848836000.0,1,2,verb_forms,True,7,8,2.0,4.05,communication,6941.8344907,21398.564815,156,186
decrease,disminución,noun,noun,946084700.0,1117710000.0,1,1,no_conflicts,True,8,11,2.68,4.17,change,10950.0543981,12936.458333,81,28
decrease,reducción,noun,noun,946084700.0,6427770000.0,1,1,no_conflicts,True,8,9,2.68,4.17,change,10950.0543981,74395.486111,81,48
deep,profundo,adj,adj,346646400.0,1180253000.0,1,3,gender_number_forms,True,4,8,3.38,5.05,all,4012.1111111,5530.701389,139,47
deep,bajo,adj,prep,346646400.0,477852600.0,1,4,gender_number_forms,True,4,4,3.38,5.05,all,4012.1111111,13660.335648,139,2442
defense,defensa,noun,noun,735569100.0,2597120000.0,1,1,no_conflicts,False,7,7,2.45,4.93,act,8513.53125,30059.259259,70,36
definitely,definitivamente,adv,adv,74093730.0,998075100.0,1,1,no_conflicts,False,10,15,1.74,4.96,all,857.5663194,11551.795139,254,323
definition,definición,noun,noun,4760505000.0,9666899000.0,1,1,no_conflicts,False,10,10,3.07,4.58,communication,55098.4375,111885.405093,53,34
degree,grado,noun,noun,576901800.0,666892100.0,2,1,gender_number_forms,True,6,5,3.0,4.94,attribute,6677.1041667,7718.658565,124,56
deliver,entregar,verb,verb,1446477000.0,740621900.0,2,1,verb_forms,False,7,8,3.12,4.55,communication,16741.6319444,8572.012731,265,460
demonstrate,mostrar,verb,verb,374710500.0,583309600.0,3,6,verb_forms,True,11,7,2.53,4.2,perception,4336.9270833,6751.268519,277,1261
department,departamento,noun,noun,1148373000.0,2014573000.0,2,1,gender_number_forms,True,10,12,3.3,5.23,group,13291.3541667,23316.81713,276,257
department,sección,noun,noun,1148373000.0,3048967000.0,2,1,gender_number_forms,True,10,7,3.3,5.23,group,13291.3541667,35288.969907,276,57
departure,salida,noun,noun,4484438.0,1509499000.0,2,1,gender_number_forms,True,9,6,3.07,4.22,act,51.9032176,17471.053241,496,78
depth,profundidad,noun,noun,19701720.0,460663400.0,1,1,no_conflicts,False,5,11,3.11,4.55,attribute,228.0291667,5331.752315,86,31
description,descripción,noun,noun,1776239000.0,15759660000.0,2,1,gender_number_forms,False,11,11,2.43,4.73,communication,20558.3217593,182403.472222,118,9
design,diseño,noun,noun,472214100.0,1.72278e+16,3,1,gender_number_forms,False,6,6,3.27,5.17,act,5465.4409722,1993956.018519,2214,1
desire,deseo,noun,noun,3004518000.0,1882036000.0,2,1,gender_number_forms,False,6,5,1.7,4.61,feeling,34774.5138889,21782.824074,61,46
desk,escritorio,noun,noun,456989900.0,110939600.0,2,1,gender_number_forms,False,4,10,4.87,4.43,artifact,5289.2349537,1284.023148,497,1349
destruction,destrucción,noun,noun,7258524000.0,10141990000.0,1,1,no_conflicts,False,11,11,3.21,4.36,act,84010.6944444,117384.143519,54,14
detail,detalle,noun,noun,518018400.0,18011840000.0,2,1,gender_number_forms,False,6,7,2.5,4.57,cognition,5995.5833333,208470.37037,35,22
develop,desarrollar,verb,verb,1829970000.0,743529500.0,3,3,verb_forms,False,7,11,1.87,4.75,creation,21180.2083333,8605.665509,440,202
development,evolución,noun,noun,3127012000.0,722632200.0,1,1,no_conflicts,False,11,9,2.41,5.31,act,36192.2685185,8363.798611,68,55
die,morir,verb,verb,1134112000.0,605281300.0,4,4,verb_forms,False,3,5,3.07,5.07,change,13126.2962963,7005.570602,437,318
diet,dieta,noun,noun,1638615000.0,1691645000.0,2,1,gender_number_forms,False,4,5,3.21,4.57,food,18965.4513889,19579.224537,82,52
difference,diferencia,noun,noun,1476330.0,673234100.0,2,2,gender_number_forms,False,10,10,2.15,5.01,attribute,17.0871528,7792.061343,383,863
different,diferente,adj,adj,814240900.0,1387071000.0,1,1,no_conflicts,False,9,9,1.97,5.59,all,9424.0844907,16054.0625,1083,623
difficulty,dificultad,noun,noun,556714900.0,3974380000.0,2,3,gender_number_forms,False,10,10,1.9,4.33,act,6443.4594907,45999.768519,159,16
dinner,cena,noun,noun,6186029.0,13266170.0,1,1,no_conflicts,False,6,4,4.5,4.78,food,71.5975579,153.543634,10304,8287
direction,dirección,noun,noun,1887588000.0,1199386000.0,2,1,gender_number_forms,True,9,9,2.79,4.93,location,21847.0833333,13881.782407,126,402
direction,orientación,noun,noun,1887588000.0,5801352.0,2,1,gender_number_forms,True,9,11,2.79,4.93,location,21847.0833333,67.145278,126,45
director,director,noun,noun,20017090.0,787362000.0,2,1,gender_number_forms,False,8,8,4.04,5.15,person,231.6792824,9112.986111,2736,2736
discipline,disciplina,noun,noun,914544600.0,10514880000.0,1,1,no_conflicts,False,10,10,2.24,4.23,cognition,10585.0069444,121700.0,140,14
discovery,descubrimiento,noun,noun,1058348000.0,39905950.0,1,1,no_conflicts,False,9,14,2.36,4.45,act,12249.3981481,461.874421,50,34
disease,enfermedad,noun,noun,428915400.0,1320234000.0,2,3,gender_number_forms,True,7,10,3.45,4.9,state,4964.2986111,15280.486111,108,33
distance,distancia,noun,noun,3339499000.0,1678129000.0,1,1,no_conflicts,False,8,9,3.17,4.85,attribute,38651.6087963,19422.789352,84,282
distribution,distribución,noun,noun,1170126000.0,8377769000.0,1,1,no_conflicts,False,12,12,3.33,4.64,cognition,13543.125,96964.918981,105,45
district,distrito,noun,noun,570729600.0,1192964000.0,2,1,gender_number_forms,False,8,8,3.29,5.04,location,6605.6666667,13807.453704,285,235
division,división,noun,noun,1282050000.0,10143820000.0,1,1,no_conflicts,False,8,8,2.8,4.86,group,14838.5416667,117405.324074,89,50
doctor,doctor,noun,noun,21597390.0,673154300.0,3,4,gender_number_forms,True,6,6,4.69,4.9,person,249.9697917,7791.137731,4852,4852
doctor,médico,noun,noun,21597390.0,2317477000.0,3,3,gender_number_forms,True,6,6,4.69,4.9,person,249.9697917,26822.650463,4852,29
document,documento,noun,noun,536559200.0,651816900.0,3,3,gender_number_forms,False,8,9,4.41,4.5,communication,6210.1759259,7544.177083,473,271
dog,perro,noun,noun,10445210.0,467469700.0,2,2,gender_number_forms,False,3,5,4.85,5.1,animal,120.8936343,5410.528935,36225,28715
dollar,dólar,noun,noun,2118166000.0,1244082000.0,2,1,gender_number_forms,False,6,5,4.93,4.59,quantity,24515.8101852,14399.097222,68,351
door,puerta,noun,noun,1079349000.0,681904900.0,2,1,gender_number_forms,False,4,6,4.81,5.08,artifact,12492.4652778,7892.417824,761,1870
dot,punto,noun,noun,82113040.0,624581000.0,1,1,no_conflicts,True,3,5,4.12,4.05,shape,950.3824074,7228.946759,75,56
drain,desagüe,noun,noun,937802000.0,621957600.0,1,1,no_conflicts,False,5,7,4.61,4.07,act,10854.1898148,7198.583333,341,376
dream,sueño,noun,noun,1922296000.0,7173652000.0,3,1,gender_number_forms,False,5,5,2.6,4.91,cognition,22248.7962963,83028.37963,242,32
dress,ropa,noun,noun,6719726.0,8788667.0,3,1,gender_number_forms,True,5,4,4.93,4.76,artifact,77.7746065,101.720683,14784,5610
dress,vestido,noun,noun,6719726.0,284086000.0,3,2,gender_number_forms,True,5,7,4.93,4.76,artifact,77.7746065,3288.032407,14784,16285
drink,beber,verb,verb,4117088.0,59912650.0,12,29,verb_forms,False,5,5,4.76,4.9,consumption,47.6514815,693.433449,89163,102932
duck,pato,noun,noun,4706234.0,37275590.0,2,2,gender_number_forms,False,4,4,4.86,4.21,animal,54.4703009,431.43044,19653,18729
during,durante,prep,prep,463837800.0,562017200.0,1,1,no_conflicts,False,6,7,1.48,5.72,time,5368.4930556,6504.828704,1919,2875
dust,polvo,noun,noun,345755700.0,1053718000.0,2,1,gender_number_forms,True,4,5,4.4,4.41,substance,4001.8020833,12195.810185,408,311
each,cada,det,det,578263800.0,442805300.0,1,1,no_conflicts,True,4,4,2.03,5.69,all,6692.8680556,5125.061343,371,384
ear,oído,noun,noun,298014100.0,1612797000.0,2,1,gender_number_forms,False,3,4,5.0,4.43,body,3449.2372685,18666.631944,96,35
earn,ganar,verb,verb,13222110.0,1045612000.0,1,7,verb_forms,True,4,5,2.39,4.48,possession,153.0336806,12101.990741,122,490
earth,terreno,noun,noun,374949600.0,1515137000.0,2,1,gender_number_forms,True,5,7,4.8,5.06,object,4339.6944444,17536.30787,100,257
earth,tierra,noun,noun,374949600.0,648386000.0,2,1,gender_number_forms,True,5,6,4.8,5.06,object,4339.6944444,7504.467593,100,52
ease,facilidad,noun,noun,2308065.0,9110229000.0,1,1,no_conflicts,False,4,9,2.32,4.34,attribute,26.7137153,105442.465278,234,23
easily,fácilmente,adv,adv,1282054000.0,1018369000.0,1,1,no_conflicts,False,6,10,1.8,4.91,all,14838.587963,11786.678241,290,303
eat,consumir,verb,verb,3216042.0,1326489000.0,12,1,verb_forms,False,3,8,4.44,5.13,consumption,37.2227083,15352.881944,119050,526
economy,economía,noun,noun,3752189000.0,12829270000.0,1,1,no_conflicts,False,7,8,2.57,4.87,group,43428.1134259,148486.921296,70,30
edition,edición,noun,noun,150405400.0,9116772000.0,1,1,no_conflicts,True,7,7,3.21,4.8,communication,1740.8032407,105518.194444,49,43
edition,versión,noun,noun,150405400.0,3200218000.0,1,1,no_conflicts,True,7,7,3.21,4.8,communication,1740.8032407,37039.560185,49,60
education,educación,noun,noun,84525070.0,2478231000.0,2,1,gender_number_forms,True,9,9,2.93,5.28,act,978.2994213,28683.229167,289,72
education,formación,noun,noun,84525070.0,3297316000.0,2,1,gender_number_forms,True,9,9,2.93,5.28,act,978.2994213,38163.37963,289,62
effect,efecto,noun,noun,2618842000.0,3111126000.0,2,1,gender_number_forms,False,6,6,1.8,5.02,phenomenon,30310.6712963,36008.402778,92,47
effectively,efectivamente,adv,adv,1197830000.0,1172663000.0,1,1,no_conflicts,False,11,13,2.04,4.49,all,13863.7731481,13572.488426,219,316
efficient,eficaz,adj,adj,911935100.0,7418127000.0,1,1,no_conflicts,False,9,6,1.82,4.42,all,10554.8043981,85857.951389,611,47
effort,esfuerzo,noun,noun,2451237000.0,7164503000.0,2,3,gender_number_forms,True,6,8,2.33,4.92,act,28370.7986111,82922.488426,42,35
egg,huevo,noun,noun,236538500.0,428447500.0,1,1,no_conflicts,False,3,5,4.97,4.46,animal,2737.7141204,4958.883102,13997,11037
eight,ocho,noun,noun,1244373000.0,641690500.0,1,1,no_conflicts,False,5,4,4.04,5.02,quantity,14402.4652778,7426.97338,351,535
electric,eléctrico,adj,adj,1222599000.0,10051950000.0,1,1,no_conflicts,False,8,9,3.56,4.72,pert,14150.4513889,116342.013889,524,39
element,elemento,noun,noun,622664600.0,2050227000.0,2,1,gender_number_forms,False,7,8,3.63,4.46,cognition,7206.7662037,23729.479167,308,35
elephant,elefante,noun,noun,76089890.0,217356600.0,2,2,gender_number_forms,False,8,8,5.0,4.08,animal,880.6700231,2515.701389,22783,22226
empire,imperio,noun,noun,2201991000.0,1217944000.0,1,1,no_conflicts,False,6,7,3.0,4.54,location,25486.0069444,14096.574074,72,39
employment,empleo,noun,noun,177942800.0,596257000.0,2,1,gender_number_forms,True,10,6,3.3,4.56,state,2059.5231481,6901.122685,995,1089
employment,trabajo,noun,noun,177942800.0,1163473000.0,2,2,gender_number_forms,True,10,7,3.3,4.56,state,2059.5231481,13466.122685,995,993
end,fin,verb,noun,1081907000.0,15220170.0,1,1,verb_forms,False,3,3,3.14,5.68,stative,12522.0717593,176.159375,13,74
enemy,enemigo,noun,noun,68458720.0,270071300.0,2,2,gender_number_forms,False,5,7,2.83,4.7,group,792.3462963,3125.825231,390,299
energy,energía,noun,noun,2883968000.0,3050520000.0,1,1,no_conflicts,False,6,7,3.11,5.23,phenomenon,33379.2592593,35306.944444,78,72
engine,motor,noun,noun,46320710.0,715957500.0,2,1,gender_number_forms,True,6,5,4.86,4.84,artifact,536.1193287,8286.545139,446,621
english,inglés,noun,adj,500659400.0,1273158000.0,2,1,gender_number_forms,False,7,6,4.79,5.19,communication,5794.6689815,14735.625,240,67
enough,suficiente,det,adj,594784100.0,1289695000.0,2,3,gender_number_forms,False,6,10,1.33,5.54,quantity,6884.0752315,14927.025463,686,936
entrance,entrada,noun,noun,4794911000.0,33241680.0,2,1,gender_number_forms,True,8,7,4.23,4.39,artifact,55496.6550926,384.741667,84,65
entry,entrada,noun,noun,3650804000.0,33241680.0,2,1,gender_number_forms,True,5,7,3.62,4.67,communication,42254.6759259,384.741667,101,65
equipment,equipo,noun,noun,2942956000.0,615338400.0,2,3,gender_number_forms,True,9,6,4.83,4.88,artifact,34061.9907407,7121.972222,140,43
error,error,noun,noun,596544600.0,4805037000.0,1,2,gender_number_forms,True,5,5,2.68,4.55,act,6904.4513889,55613.854167,149,149
especially,especialmente,adv,adv,694769100.0,1170882000.0,1,1,no_conflicts,True,10,13,1.28,5.21,all,8041.3090278,13551.875,316,503
establish,establecer,verb,verb,1220859000.0,691130200.0,4,5,verb_forms,False,9,10,2.0,4.46,social,14130.3125,7999.19213,292,671
